Clause,Line_ID,Paragraph
135,Clause_135_6,"(4) (a) The Owners may effect war risks insurance in respect of the Hull and Machinery of the Vessel and their other interests (including, but not limited to, loss of earnings and detention, the crew and their Protection and Indemnity Risks), and the premiums and/or calls therefore shall be for their account."
135,Clause_135_7,"(b) If the Underwriters of such insurance should require payment of premiums and/or calls because, pursuant to the Charterers' orders, the Vessel is within, or is due to enter and remain within, any area or areas which are specified by such Underwriters as being subject to additional premiums because of War Risks, then such premiums and/or calls shall be reimbursed by the Charterers to the Owners at the same time as the next payment of hire is due."
135,Clause_135_8,"(b) to comply with the order, directions or recommendations of any war risks underwriters who have the authority to give the same under the terms of the war risks insurance;"
135,Clause_135_9,(d) to divert and discharge at any other port any cargo or part thereof which may render the Vessel liable to confiscation as a contraband carrier;
135,Clause_135_10,"(e) to divert and call at any other port to change the crew or any part thereof or other persons on board the Vessel when there is reason to believe that they may be subject to internment, imprisonment or other sanctions."
135,Clause_135_11,"(8) If in compliance with any of the provisions of subclauses (2) to (7) of this Clause anything is done or not done, such shall not be deemed a deviation, but shall be considered as due fulfilment of this Charter Party."
136,Clause_136_1,"(a) (i) The Owners shall comply with the requirements of the International Code for the Security of Ships and of Port Facilities and the relevant amendments to Chapter XI of SOLAS (ISPS Code) relating to the Vessel and ""the Company"" (as defined by the ISPS Code). If trading to or from the United States or passing through United States waters, the Owners shall also comply with the requirements of the US Maritime Transportation Security Act 2002 (MTSA) relating to the Vessel and the ""Owner"" (as defined by the MTSA)."
136,Clause_136_2,(ii) Upon request the Owners shall provide the Charterers with a copy of the relevant International Ship Security Certificate (or the Interim International Ship Security Certificate) and the full style contact details of the Company Security Officer (CSO).
136,Clause_136_3,"(b) (i) The Charterers shall provide the Owners and the Master with their full style contact details and, upon request, any other information the Owners require to comply with the ISPS Code / MTSA."
136,Clause_136_4,(c) Provided that the delay is not caused by the Owners' failure to comply with their obligations under the ISPS Code / MTSA.
136,Clause_136_5,"(i) Notwithstanding anything else contained in this Charter Party all delay, the Vessel shall be entitled to tender Notice of Readiness even if not cleared due to applicable security regulations or measures imposed by a port facility or any relevant authority under the ISPS Code / MTSA."
136,Clause_136_6,"(ii) Any delay resulting from measures imposed by a port facility or by any relevant authority under the ISPS Code / MTSA shall count as laytime or time on demurrage, unless such measures result solely from the negligence of the Owners, Master or crew or the previous trading of the Vessel, the nationality of the crew or the identity of the Owners' Managers."
136,Clause_136_7,"(d) Notwithstanding anything to the contrary provided in this Charter Party, any costs or expenses whatsoever solely arising out of or related to security regulations or measures required by the port facility or any relevant authority in accordance with the ISPS Code / MTSA including, but not limited to, security guards, launch services, Vessel escorts, security fees or taxes and inspections, shall be for the Charterers' account, unless such costs or expenses result solely from the negligence of the Owners, Master or crew or the previous trading of the Vessel, the nationality of the crew or the identity of the Owners' Managers. All measures required by the Owners to comply with the Ship Security Plan shall be for Owners' account."
137,Clause_137_1,"Owner represents and warrants that Owner and its Vessel are not in any way directly or indirectly owned, controlled by or related to any: (1) Cuban or Iranian interests; or (2) designated target of economic trade sanctions promulgated by the U.N., U.S., E.U., UK or Switzerland, (""sanction laws""). Owner undertakes that Owner and its agents and representatives will fully comply with all applicable sanction laws in their performance hereunder. If the goods are to be loaded or unloaded in the United States, then Owner represents and warrants that the Vessel has not called at a Cuban port within 180 days of the Vessel's estimated arrival at a U.S. Port."
137,Clause_137_2,"Owner undertakes that Owner, its agents and representative will not cause charterer to violate applicable sanction laws, in their performance hereunder. Owner agrees to cooperate with charterer's reasonable requests for information or documentation to verify compliance with this clause."
137,Clause_137_3,"Charterer represents and warrants that neither it nor any person or entity that owns or controls it is a designated target of economic trade sanctions promulgated by the U.N., U.S., E.U., UK or Switzerland (""sanction laws""). Charterer undertakes that charterer and its agents and representatives will fully comply with all applicable sanction laws in their performance hereunder. Charterer undertakes that charterer, its agents and representatives will not cause Owner to violate applicable sanction laws, in their performance hereunder. Charterer agrees to cooperate with Owner's reasonable requests for information or documentation to verify compliance with this clause."
137,Clause_137_4,Any non-compliance with this clause by one party shall entitle the other party to terminate this Charter Party.
138,Clause_138_1,Charterers have the right at any time during the currency of this charter to perform a bunker and/or condition survey of all accessible areas of the Vessel at Charterers' time and expense. Charterers have the right to carry out this inspection prior to delivery in which case Charterers' inspection is not to interfere with Vessel's operations. Owners / Master shall provide Charterers / inspector customary assistance.
138,Clause_138_2,Any vetting inspection arranged by Charterers to be notified a minimum of 10 days in advance to Owners for their approval. Any vetting inspection arranged by Charterers to be notified a minimum of 10 days in advance (where possible) to Owners for their approval.
139,Clause_139_1,"The International Convention for the Unification of Certain Rules of Law relating to Bills of Lading signed at Brussels on 25 August 1924 (""the Hague Rules"") as amended by the Protocol signed at Brussels on 23 February 1968 (""the Hague Visby Rules"") and as enacted in the country of shipment shall apply to this Contract. When the Hague Visby Rules are not enacted in the country of shipment, the corresponding legislation of the country of destination shall apply, irrespective of whether such legislation may only regulate outbound shipments."
139,Clause_139_2,"When there is no enactment of the Hague Visby Rules in either the country of shipment or in the country of destination, the Hague Visby Rules shall apply to this Contract save where the Hague Rules as enacted in the country of shipment or if no such enactment is in place, the Hague Rules as enacted in the country of destination apply compulsorily to this Contract."
139,Clause_139_3,"The Protocol signed at Brussels on 21 December 1979 (""the SDR Protocol 1979"") shall apply where the Hague Visby Rules apply, whether mandatorily or by this Contract."
139,Clause_139_4,"The Carrier shall in no case be responsible for loss of or damage to cargo arising prior to loading, after discharging, or while the cargo is in the charge of another carrier, or with respect to deck cargo and live animals."
140,Clause_140_1,1. If the Vessel proceeds to or through the Indian Ocean / Gulf of Aden Additional Premium Area as designated by Vessels war risks underwriters or another non excluded Area exposed to the risk of Piracy the Owners shall have the liberty:
140,Clause_140_2,"(i) to take reasonable preventative measures to protect the Vessel, her crew and cargo including but not limited to rerouting within the Area, proceeding in convoy, using escorts, avoiding day or night navigation, adjusting speed or course, or engaging security personnel or equipment on or about the Vessel;"
140,Clause_140_3,"(ii) to comply with the orders, directions or recommendations of any underwriters who have the authority to give the same under the terms of the insurance;"
141,Clause_141_1,"""Vessel's hold on arrival at 1st loading port to be grain clean swept/washed down by fresh water and dried up so as to receive Charterers intended cargo of Australian grains in all respects, free of salt, rust scale and previous cargo residue to the satisfaction of local, Charterers/Shipper's independent surveyors/and or competent authorities. Should the vessel not approved by surveyors the vessel to be placed off-hire until the vessel is fully accepted and any directly related expenses and time incurred including bunkers consumed thereby to be for Owner's account. Owners to take immediate corrective steps to expedite holds cleaning as fast as possible."""
Main,Clause_Main,"GOVERNMENT FORM Approved by the New York Produce Exchange November 6th, 1913 - Amended October 20th, 1921; August 6th, 1931; October 3rd, 1946"
Main,Clause_Main,"GOVERNMENT FORM Approved by the New York Produce Exchange November 6 th, 1913 - Amended October 20th, 1921; August 6th, 1931; October 3rd 1946"
Main,Clause_Main,"16. That should the Vessel be lost, money paid in advance and not earned (reckoning from the date of loss or being last heard of) shall be returned to the Charterers at once. The act of God, enemies, fire, restraint of Princes, Rulers and People, and all dangers and accidents of the Seas, Rivers, Machinery, Boilers and Steam Navigation, and errors of Navigation throughout this Charter Party, always mutually excepted."
Main,Clause_Main,"102 16. That should the Vessel be lost, money paid in advance and not earned (reckoning from the date of loss or being last heard of) shall be 103 returned to the Charterers at once. The act of God, enemies, fire, restraint of Princes, Rulers and People, and all dangers and accidents of the Seas, Rivers, Machinery, Boilers and Steam Navigation, and errors of Navigation throughout this Charter Party, always mutually excepted."
Main,Clause_Main,118 United States money at the rate prevailing on the dates made and allowances for damage to cargo claimed in foreign currency shall be converted at
Main,Clause_Main,119 the rate prevailing on the last day of discharge at the port or place of final discharge of such damaged cargo from the ship. Average agreement of
Main,Clause_Main,"10 conditions about .... knots on a consumption of about .... tons of best Welsh coal - best grade fuel oil - best grade Diesel oil,"
Main,Clause_Main,"120 bond and such additional security, as may be required by the carrier, must be furnished before delivery of the goods. Such cash deposit as the carrier"
Main,Clause_Main,"121 or his agents may deem sufficient as additional security for the contribution of the goods and for any salvage and special charges thereon, shall, if 122 required, be made by the goods, shippers, consignees or owners of the goods to the carrier before delivery. Such deposit shall, at the option of the carrier, be payable in United States money and be remitted to the adjuster. When so remitted the deposit shall be held in a special account at the place of adjustment in the name of the adjuster pending settlement of the General Average and refunds or credit balances, if any, shall be paid in 125 United States money."
Main,Clause_Main,"120 bond and such additional security, as may be required by the carrier, must be furnished before delivery of the goods. Such cash deposit as the carrier 121 or his agents may deem sufficient as additional security for the contribution of the goods and for any salvage and special charges thereon, shall, if 122 required, be made by the goods, shippers, consignees or owners of the goods to the carrier before delivery. Such deposit shall, at the option of the 123 carrier, be payable in United States money and be remitted to the adjuster. When so remitted the deposit shall be held in a special account at the 124 place of adjustment in the name of the adjuster pending settlement of the General Average and refunds or credit balances, if any, shall be paid in 125 United States money. General Average/Arbitration in London, English law to apply."
Main,Clause_Main,"126 In the event of accident, danger, damage, or disaster, before or after commencement of the voyage resulting from any cause whatsoever, 127 whether due to negligence or not, for which, or for the consequence of which, the carrier is not responsible, by statute, contract, or otherwise, the 128 goods, the shipper and the consignee, jointly and severally, shall contribute with the carrier in general average to the payment of any sacrifices, 129 losses, or expenses of a general average nature that may be made or incurred, and shall pay salvage and special charges incurred in respect of the 130 goods. If a salving ship is owned or operated by the carrier, salvage shall be paid for as fully and in the same manner as if such salving ship of"
Main,Clause_Main,"126 In the event of accident, danger, damage, or disaster, before or after commencement of the voyage resulting from any cause whatsoever, 127 whether due to negligence or not, for which, or for the consequence of which, the carrier is not responsible, by statute, contract, or otherwise, the 128 goods, the shipper and the consignee, jointly and severally, shall contribute with the carrier in general average to the payment of any sacrifices, 129 losses, or expenses of a general average nature that may be made or incurred, and shall pay salvage and special charges incurred in respect of the 130 goods. If a salving ship is owned or operated by the carrier, salvage shall be paid for as fully and in the same manner as if such salving ship of ships belonged to strangers. See New Jason Clause as attached."
Main,Clause_Main,131 ships belonged to strangers. See New Jason Clause as attached.
Main,Clause_Main,Provisions as to General Average in accordance with the above are to be included in all bills of lading issued hereunder.
Main,Clause_Main,131 132 Provisions as to General Average in accordance with the above are to be included in all bills of lading issued hereunder.
Main,Clause_Main,"133 20. Fuel used by the vessel while off hire, also for cooking, condensing water, or for grates and stoves-to be agreed to as to quantity, and the"
Main,Clause_Main,"134 cost of replacing same, to be allowed by Owners."
Main,Clause_Main,"The vessel shall have the liberty to sail with or without pilots, to tow and to be towed, to assist vessels in distress, and to deviate for the purpose of saving life and property."
Main,Clause_Main,"135 21. That as the vessel may be from time to time employed in tropical waters during the term of this Charter, Vessel is to be docked at a 136 convenient place, bottom cleaned and painted whenever Charterers and Captain think necessary, at least once in every six months, reckoning from time of last painting, and payment of the hire to be suspended until she is again in proper state for the service."
Main,Clause_Main,"140 22. Owners shall maintain the gear of the ship as fitted, providing gear (for all derricks) capable of handling lifts up to three tons, also 141 providing ropes, falls, slings and blocks. If vessel is fitted with derricks capable of handling heavier lifts, Owners are to provide necessary gear for 142 same, otherwise equipment and gear for heavier lifts shall be for Charterers' account. Owners also to provide on the vessel lanterns and oil for"
Main,Clause_Main,"143 night work, and vessel to give use of electric light when so fitted, but any additional lights over those on board to be at Charterers' expense. The Charterers to have the use of any gear on board the vessel."
Main,Clause_Main,"145 23. Vessel to work night and day, weekends, holidays included, if required by Charterers, vessel to provide electric light for night work as on board. and all winches to be at Charterers' disposal during loading and discharging;"
Main,Clause_Main,"146 steamer to provide one winchman per hatch to work winches day and night, as required, Charterers agreeing to pay officers, engineers, winchmen, 147 deck hands and donkeymen for overtime work done in accordance with the working hours and rates stated in the ship's articles. If the rules of the 148 port, or labor unions, prevent crew from driving winches, shore Winchmen to be paid by Charterers. In the event of a disabled winch or winches, of 149 insufficient power to operate winches, Owners to pay for shore engine, or engines, in lieu thereof, if required, and pay any loss of time occasioned 150 thereby."
Main,Clause_Main,"151 24. It is also mutually agreed that this Charter is subject to all the terms and provisions of and all the exemptions from liability contained in the Act of Congress of the United States approved on the 13th day of February, 1893, and entitled ""An Act relating to Navigation of Vessels; etc.,"" in respect of all cargo shipped under this charter to or from the United States of America. It is further subject to the following clauses, both of which are to be included in all bills of lading issued hereunder:"
Main,Clause_Main,"12 .... and POLARIS SHIPPING CO., LTD. Charterers of the City of 20th F/L., 47, Jong-Ro, Jongno-Gu, Seoul 03160 Korea"
Main,Clause_Main,"156 This bill of lading shall have effect subject to the provisions of the Carriage of Goods by Sea Act of the United States, approved April 157 16, 1936, which shall be deemed to be incorporated herein, and nothing herein contained shall be deemed a surrender by the carrier of"
Main,Clause_Main,158 any of its rights or immunities or an increase of any of its responsibilities or liabilities under said Act. If any term of this bill of lading
Main,Clause_Main,"159 be repugnant to said Act to any extent, such term shall be void to that extent, but no further."
Main,Clause_Main,"17. That should any dispute arise between Owners and the Charterers, the matter in dispute shall be referred to three persons at New York, one to be appointed by each of the parties hereto, and the third by the two so chosen; their decision or that of any two of them, shall be final, and for the purpose of enforcing any award, this agreement may be made a rule of the Court. The Arbitrators shall be commercial men. See clause 46."
Main,Clause_Main,"107 17. That should any dispute arise between Owners and the Charterers, the matter in dispute shall be referred to three persons at New York, 108 one to be appointed by each of the parties hereto, and the third by the two so chosen; their decision or that of any two of them, shall be final, and for the purpose of enforcing any award, this agreement may be made a rule of the Court. The Arbitrators shall be commercial men. see Clause 46"
Main,Clause_Main,160 .Both to Blame Collision Clause
Main,Clause_Main,"""This Charter Party is a computer generated copy of the NYPE 46 form printed by authority of the Association of Ship Brokers & Agents (U.S.A), Inc. (ASBA), using software which is the copyright of Chinsay AB (""Chinsay""). Any insertion or deletion to the form must be clearly visible. In the event that any modification is made to the preprinted text of this document, and is not clearly visible, the provisions of the original ASBA-approved document shall apply. ASBA and Chinsay assume no responsibility for any loss or damage caused as a result of discrepancies between the original ASBA-approved document and this document."""
Main,Clause_Main,"13 Witnesseth, That the said Owners agree to let, and the said Charterers agree to hire the said vessel, from the time of delivery, for about one time charter trip with via Aussie (intention Brisbane) safe port(s), safe berth(s), safe anchorage(s)) always within Institute Warranty Limits to Singapore/Japan range (intention China) with harmless and lawful cargo intended grains in bulk. Duration about 40 days without guarantee;"
Main,Clause_Main,"161 If the ship comes into collision with another ship as a result of the negligence of the other ship and any act, neglect or default of the 162 Master, mariner, pilot or the servants of the Carrier in the navigation or in the management of the ship, the owners of the goods carried 163 hereunder will indemnify the Carrier against all loss or liability to the other or non-carrying ship or her owners in so far as such loss"
Main,Clause_Main,"164 or liability represents loss of, or damage to, or any claim whatsoever of the owners of said goods, paid or payable by the other or non-"
Main,Clause_Main,"carrying ship or her owners to the owners of said goods and set off, recouped or recovered by the other or non carrying ship or her owners as part of their claim against the carrying ship or carrier."
Main,Clause_Main,"167 25. The vessel shall not be required to enter any ice-bound port, or any port where lights or light-ships have been or are about to be with- drawn by reason of ice, or where there is risk that in the ordinary course of things the vessel will not be able on account of ice to safely enter the"
Main,Clause_Main,"169 port or to get out after having completed loading or discharging. BIMCO Ice Clause (paragraph b,c,d) as attached to apply."
Main,Clause_Main,"169 port or to get out after having completed loading or discharging. BIMCO Ice Clause (paragraph b, c, d) as attached to apply."
Main,Clause_Main,170 26. Nothing herein stated is to be construed as a demise of the vessel to the Time Charterers. The owners to remain responsible for the
Main,Clause_Main,"171 172 navigation of the vessel, acts of pilots and tugboats, insurance, crew, and all other matters, same as when trading for their own account."
Main,Clause_Main,"18. That the Owners shall have a lien upon all cargoes, and all sub-freights/sub-hires, demurrages, detentions, bunkers for any amounts due under this Charter, including General Aver-"
Main,Clause_Main,"110 18. That the Owners shall have a lien upon all cargoes, and all sub-freights/sub-hires, demurrages, detentions, bunkers, for any amounts due under this Charter, including General Aver-"
Main,Clause_Main,173 175 27. A commission of 2 1/2 1.25 per cent is payable by the Vessel and Owners to Arrow Asia Shipbrokers (Pte) Ltd
Main,Clause_Main,"174 on hire earned and paid under this Charter, and also upon any continuation or extension of this Charter."
Main,Clause_Main,"on hire earned and paid under this Charter, and also upon any continuation or extension of this Charter."
Main,Clause_Main,28. An address commission of 2 1/2 3.75 per cent payable to Charterers .. on the hire earned and paid under this Charter. Address commission to be deducted by Charterers on hire payment.
Main,Clause_Main,Clauses numbers 29 to 134 attached are deemed fully incorporated in this Charter Party.
Main,Clause_Main,Clauses numbers 29 to 127 attached are deemed fully incorporated in this Charter Party.
Main,Clause_Main,15 within below mentioned trading limits.
Main,Clause_Main,16 within below mentioned trading limits.
Main,Clause_Main,"16 Charterers to have liberty to sublet the vessel for all or any part of the time covered by this Charter, but Charterers remaining responsible for 17 the fulfillment of this Charter Party."
Main,Clause_Main,"Charterers to have liberty to sublet the vessel for all or any part of the time covered by this Charter, but Charterers remaining responsible for the fulfillment of this Charter Party."
Main,Clause_Main,"18 Vessel to be placed at the disposal of the Charterers, at on dropping last outward sea pilot Ulsan, at any time, day or night, Sundays and Holidays included"
Main,Clause_Main,"Copyright @ and Published by the Association of Ship Brokers & Agents (USA), Inc. The derivate work may not be copied without the permission of the copyright owners."
Main,Clause_Main,"20 in such dock or at such wharf or place (where she may safely lie, always afloat, at all times of tide, except as otherwise provided in clause No. 6), as the Charterers may direct. If such dock, wharf or place be not available time to count as provided for in clause No. 5. Vessel' holds on her delivery arrival first loading port to be grain clean/swept and dry as required for intended cargo failing which vessel to be off-hire until she can be approved by independent Surveyor (see Clause 37)"
Main,Clause_Main,"age contributions, and the Charterers to have a lien on the Ship for all monies paid in advance and not earned, and any overpaid hire or excess deposit to be returned at once. Charterers will not suffer, nor permit to be continued, any lien or encumbrance incurred by them or their agents, which might have priority over the title and interest of the owners in the vessel."
Main,Clause_Main,"111 age contributions, and the Charterers to have a lien on the Ship for all monies paid in advance and not earned, and any overpaid hire or excess deposit to be returned at once. Charterers will not suffer, nor permit to be continued, any lien or encumbrance incurred by them or their agents, which"
Main,Clause_Main,"22 ready to receive cargo with clean swept holds and vessel to be tight, staunch, strong and in every way fitted for the service, and so maintained by Owners throughout the period of this Charter Party having water ballast, winches and"
Main,Clause_Main,"23 donkey boiler with sufficient steam power, or if not equipped with donkey boiler, then other power sufficient to run all the winches at one and the same"
Main,Clause_Main,"24 time (and with full complement of officers, seamen, engineers and firemen for a vessel of her tonnage), to be employed, in carrying lawful merchan-"
Main,Clause_Main,"24 time (and with full complement of officers, seamen, engineers and firemen for a vessel of her tonnage), to be employed, in carrying lawful merehan-"
Main,Clause_Main,"25 dise, including petroleum or its products, in proper containers, excluding cargo as per Clause 71 - Trading to be worldwide, always afloat,"
Main,Clause_Main,"always within Institute Warranty Limits and always via safe Berth(s), safe port(s), safe anchorage(s), vessel to trade always within ice free ports, not to force ice or follow ice breakers. BIMCO Ice Clause Exclusions Clause paragraph b,c,d to apply as per Clause 35 and Clause 118 .."
Main,Clause_Main,"25 dise, including petroleum or its products, in proper containers, excluding cargo as per Clause 66 - Trading to be worldwide, always afloat, always within Institute Warranty Limits and always via safe berth(s), safe port(s), safe anchorage(s), vessel to trade always within ice free ports, not to force ice or follow ice breakers. BIMCO Ice Clause Exclusions Clause paragraph b, c, d to apply as per Clause 35 and Clause 101."
Main,Clause_Main,"26 (vessel is not to be employed in the carriage of Live Stock, but Charterers are to have the privilege of shipping a small number on deck at their risk, 27 all necessary fittings and other requirements to be for account of Charterers), in such lawful trades, between safe port and/or ports in British North 28 America, and/or United States of America, and/or West Indies, and/or Central America, and/or Caribbean Sea, and/or Gulf of Mexico, and/or 29 Mexico, and/or South America .......... and/or Europe"
Main,Clause_Main,"30 and/or Africa, and/or Asia, and/or Australia, and/or Tasmania, and/or New Zealand, but excluding Magdalena River, River St. Lawrence between 31 October 31st and May 15th, Hudson Bay and all unsafe ports; also excluding, when out of season, White Sea, Black Sea and the Baltic,"
Main,Clause_Main,"30 and/or Africa, and/or Asia, and/or Australia, and/or Tasmania, and/or New Zealand, but excluding Magdalena River, River St. Lawrence between October 31st and May 15th, Hudson Bay and all unsafe ports; also excluding, when out of season, White Sea, Black Sea and the Baltic,"
Main,Clause_Main,33 See Trading Clause 35 ..
Main,Clause_Main,32 See Trading Clause 35
Main,Clause_Main,33 See Trading Clause 35 ...
Main,Clause_Main,"35 as the Charterers or their Agents shall direct, on the following conditions:"
Main,Clause_Main,"36 1. That the Owners whilst on hire shall throughout the period of this Charter Party provide and pay for all provisions, including lubricating oil, fresh water see Clause 31, wages and consular shipping and discharging fees of the Crew; shall pay for the"
Main,Clause_Main,"1. That the Owners whilst on hire shall throughout the period of this Charter Party provide and pay for all provisions, including lubricating oil, fresh water see Clause 31, wages and consular shipping and discharging fees of the Crew; shall pay for the"
Main,Clause_Main,"19. That all derelicts and salvage shall be for Owners' and Charterers' equal benefit after deducting Owners' and Charterers' expenses and Crew's proportion. General Average shall be adjusted, stated and settled in London. English law to apply, in United States Dollars Currency, according to Rules 1 to 15, inclusive, 17 to-22, inclusive, and Rule F of"
Main,Clause_Main,"114 115 19. That all derelicts and salvage shall be for Owners' and Charterers' equal benefit after deducting Owners' and Charterers' expenses and Crew's proportion. General Average shall be adjusted, stated and settled in London. English law to apply, in United States Dollars Currency according to Rules 1 to 15, inclusive, 17 to 22, inclusive, and Rule F of"
Main,Clause_Main,"114 19. That all derelicts and salvage shall be for Owners' and Charterers' equal benefit after deducting Owners' and Charterers' expenses and 115 Crew's proportion. General Average shall be adjusted, stated and settled in London. English law to apply, in United States Dollars Currency according to Rules 1 to 15, inclusive, 17 to 22, inclusive, and Rule F of"
Main,Clause_Main,"37 insurance of the vessel, also for all the cabin, deck, engine-room and other necessary stores, including boiler water and maintain her class and keep"
Main,Clause_Main,"38 the vessel in a thoroughly efficient state in hull, cargo spaces, machinery and equipment with all certificates necessary to comply with current regulations at all ports of call for and during the service."
Main,Clause_Main,"39 2. That whilst on hire the Charterers shall provide and pay for all the fuel except as otherwise agreed, Port Charges, (including compulsory watchmen and cargo watchmen and compulsory garbage disposal, all communication expenses pertaining to Charterers business, all pilotages including Pilotages at Channels/ straits/rivers whether compulsory or not, towages, boats, agencies, under this Charter Party which also includes compulsory and recommended by IMO including Bosporus, full Magellan, Great Barrier Reef, Torres Straits, Pilotages, Agencies, Commissions,"
Main,Clause_Main,"40 Consular Charges (except those pertaining to the Crew), and all other usual expenses except those before stated, but when the vessel puts into"
Main,Clause_Main,"41 a port for causes for which vessel is responsible, then all such charges incurred shall be paid by the Owners. Fumigations ordered because of"
Main,Clause_Main,42 illness of the crew to be for Owners account. Fumigations ordered because of cargoes carried or ports visited while vessel is employed under this
Main,Clause_Main,43 charter to be for Charterers account. All other fumigations to be for Charterers account after vessel has been on charter for a continuous period
Main,Clause_Main,44 of six months or more.
Main,Clause_Main,".- knots on a consumption of about -tons of best Welsh coal best grade fuel oil best grade Diesel oil, now trading"
Main,Clause_Main,"10 conditions about .... knots on a consumption of about ... tons of best Welsh coal best grade fuel oil -best grade Diesel oil, 11 now ...."
Main,Clause_Main,"45 Charterers are to provide necessary dunnage and shifting boards, also any extra fittings requisite for a special trade or unusual cargo, but 46 Owners to allow them the use of any dunnage and shifting boards if already aboard vessel. Charterers to have the privilege of using shifting boards"
Main,Clause_Main,46 Owners to allow them the use of any dunnage and shifting boards if already aboard vessel. Charterers to have the privilege of using shifting boards
Main,Clause_Main,"47 for dunnage, they making good any damage thereto."
Main,Clause_Main,"48 3. That the Charterers, at the port of delivery, and the Owners, at the port of re delivery, shall take over and pay for all fuel remaining on 49 board the vessel at the current prices in the respective ports, the vessel to be delivered with not less than tons and not more than 50 ..... tons and to be re-delivered with not less than ....... tons and not more than ....... tons. See Clause 47. 51 4. That the Charterers shall pay for the use and hire of the said Vessel at the rate of USD 16,000 daily including over time. (Scrubber benefit to be Charterers account basis)."
Main,Clause_Main,"1 This Charter Party, made and concluded in Singapore 28th day of February 19 2023"
Main,Clause_Main,First hire of 35 days without bunker value to be paid to Owners' nominated account within 3 banking days after delivery. Thereafter every 15 days in advance.
Main,Clause_Main,"52 in ....... United States Currency - see also Clause 48 - per ton on vessel's total deadweight carrying capacity, including bunkers and 53 stores, on ....... summer freeboard, per Calendar Month, commencing on and from the day of her delivery, as aforesaid, and at 54 and after the same rate for any part of a day month; hire to continue until the hour of the day of her re-delivery in like good order and condition, ordinary"
Main,Clause_Main,"52 in ....... United States Currency - see also Clause 44 - per ton on vessel's total deadweight carrying capacity, including bunkers and 53 stores, on summer freeboard, per Calendar Month, commencing on and from the day of her delivery, as aforesaid, and at 54 and after the same rate for any part of a day month; hire to continue until the hour of the day of her re-delivery in like good order and condition, ordinary"
Main,Clause_Main,"55 wear and tear excepted, to the Owners (unless lost) at on dropping last outward sea pilot one safe port Singapore/Japan range in Charterers' option at any time, day or night, Sundays and Holidays included;"
Main,Clause_Main,....... unless otherwise mutually agreed. Charterers are to give Owners not less than 15/10/7 approximate and 5/4/3/2/1 definite notice of the vessel's expected date and port of redelivery days
Main,Clause_Main,56 unless otherwise mutually agreed. Charterers are to give Owners not less than 15/10/7 approximate and 5/4/3/2/1 definite notice of the vessel's expected date and port of redelivery. days
Main,Clause_Main,56 ....... unless otherwise mutually agreed. Charterers are to give Owners not less than 15/10/7 approximate and 5/4/3/2/1 definite notice of the vessel's expected date and port of redelivery days
Main,Clause_Main,"57 notice of vessels expected date of re-delivery, and probable port."
Main,Clause_Main,"58 5. Payment of said hire to be made in see Clause 48 New York in cash in United States Currency, semi-monthly first 15 days payable within"
Main,Clause_Main,"York-Antwerp Rules 1974 as amended in 1994 or any subsequent modification thereof. Time charter hire shall not contribute to general average. 1924, at such port or place in the United States as may be selected by the carrier, and as to matters not provided for by these Rules, according to the laws and usages at the port of New York. In such adjustment disbursements in foreign currencies shall be exchanged into United States money at the rate prevailing on the dates made and allowances for damage to cargo claimed in foreign currency shall be converted at"
Main,Clause_Main,"3 banking days after delivery in advance, and for the last 15 days half month or"
Main,Clause_Main,"59 part of same the approximate amount of hire, and should same not cover the actual time, hire is to be paid for the balance day by day, as it becomes"
Main,Clause_Main,"60 due, if so required by Owners, unless bank guarantee or deposit is made by the Charterers, otherwise failing the punctual and regular payment of the"
Main,Clause_Main,"2 Between BAHRI DRY BULK COMPANY LLC, 13th Floor, Tower B, Olaya Towers, Intersection of Prince Mohammed Bin Abdulaziz (Tahliya) Road and Olaya Street, Olaya District P.O. Box 8931, Riyadh 11492, KSA Saudi Arabia 3 Owners of the good KSA Flag Steamship/Motorship ALANOOD - See Clause 50 of ...."
Main,Clause_Main,"61 hire, or bank guarantee, or on any breach of this Charter Party, the Owners shall be at liberty to withdraw the vessel from the service of the Char-"
Main,Clause_Main,"62 terers, without prejudice to any claim they (the Owners) may otherwise have on the Charterers. Time to count from 7 a.m. on the working day"
Main,Clause_Main,"63 following that on which written notice of readiness has been given to Charterers or their Agents before 4 p.m., but if required by Charterers, they 64 to have the privilege of using vessel at once, such time used to count as hire."
Main,Clause_Main,"63 following that on which written notice of readiness has been given to Charterers or their Agents before 4 p.m., but if required by Charterers, they to have the privilege of using vessel at once, such time used to count as hire."
Main,Clause_Main,"65 Cash for vessel's ordinary disbursements at any port may be advanced as required by the Captain, by the Charterers or their Agents, subject 66 to 2 1/2% commission and such advances shall be deducted from the hire. The Charterers, however, shall in no way be responsible for the application 67 of such advances."
Main,Clause_Main,"65 Cash for vessel's ordinary disbursements at any port may be advanced as required by the Captain, by the Charterers or their Agents, subject to 2 1/2% commission and such advances shall be deducted from the hire. The Charterers, however, shall in no way be responsible for the application of such advances."
Main,Clause_Main,"68 6. That the cargo or cargoes be laden and/or discharged in any safe dock or at any safe wharf or safe place that Charterers or their Agents may direct, provided the vessel can safely lie always afloat at any time of tide, except in grain ports Brazil/Argentina/Uruguay at such places where it is customary for similar size and type vessels to safely"
